"Current Profile for a mix of driving cycles including UDDS, US06, and HWFET",
RecordingTime,Current
9827.1,-0.016635
9827.2,-0.016635
9827.3,0.11578
9827.4,0.132332
9827.5,0.11578
9827.6,0.11578
9827.7,0.11578
9827.8,0.11578
9827.9,0.11578
9828,0.099228
9828.1,0.11578
9828.2,0.148884
9828.3,0.099228
9828.4,0.148884
9828.5,0.132332
9828.6,0.132332
9828.7,0.11578
9828.8,0.11578
9828.9,0.148884
9829,0.11578
9829.1,0.11578
9829.2,0.148884
9829.3,0.148884
9829.4,0.132332
9829.5,0.132332
9829.6,0.099228
9829.7,0.132332
9829.8,0.11578
9829.9,0.148884
9830,0.11578
9830.1,0.132332
9830.2,0.148884
9830.3,-0.016635
9830.4,-0.016635
9830.5,-0.000083
9830.6,-0.016635
9830.7,-0.000083
9830.8,-0.016635
9830.9,-0.000083
9831,-0.000083
9831.1,-0.016635
9831.2,-0.016635
9831.3,-0.000083
9831.4,-0.016635
9831.5,-0.000083
9831.6,0.033021
9831.7,-0.016635
9831.8,-0.016635
9831.9,-0.016635
9832,-0.000083
9832.1,-0.000083
9832.2,-0.016635
9832.3,-0.016635
9832.4,-0.000083
9832.5,-0.000083
9832.6,-0.016635
9832.7,0.016469
9832.8,-0.016635
9832.9,-0.016635
9833,-0.016635
9833.1,-0.016635
9833.2,-0.016635
9833.3,0.215091
9833.4,0.231643
9833.5,0.231643
9833.6,0.215091
9833.7,0.231643
9833.8,0.231643
9833.9,0.231643
9834,0.231643
9834.1,0.231643
9834.2,0.231643
9834.3,0.148884
9834.4,0.132332
9834.5,0.132332
9834.6,0.132332
9834.7,0.148884
9834.8,0.132332
9834.9,0.132332
9835,0.148884
9835.1,0.148884
9835.2,0.148884
9835.3,0.132332
9835.4,0.11578
9835.5,0.148884
9835.6,0.132332
9835.7,0.11578
9835.8,0.132332
9835.9,0.148884
9836,0.11578
9836.1,0.132332
9836.2,0.132332
9836.3,-0.000083
9836.4,-0.016635
9836.5,-0.016635
9836.6,-0.016635
9836.7,-0.016635
9836.8,-0.016635
9836.9,-0.016635
9837,-0.016635
9837.1,-0.016635
9837.2,-0.016635
9837.3,-0.016635
9837.4,-0.016635
9837.5,-0.016635
9837.6,-0.016635
9837.7,-0.016635
9837.8,-0.016635
9837.9,-0.016635
9838,-0.016635
9838.1,-0.016635
9838.2,-0.016635
9838.3,-0.298017
9838.4,-0.347672
9838.5,-0.314569
9838.6,-0.33112
9838.7,-0.33112
9838.8,-0.33112
9838.9,-0.33112
9839,-0.33112
9839.1,-0.33112
9839.2,-0.33112
9839.3,-0.033187
9839.4,-0.016635
9839.5,-0.016635
9839.6,-0.016635
9839.7,-0.016635
9839.8,-0.016635
9839.9,-0.016635
9840,-0.016635
9840.1,-0.016635
9840.2,-0.016635
9840.3,-0.298017
9840.4,-0.33112
9840.5,-0.33112
9840.6,-0.33112
9840.7,-0.314569
9840.8,-0.314569
9840.9,-0.33112
9841,-0.314569
9841.1,-0.33112
9841.2,-0.347672
9841.3,-0.33112
9841.4,-0.33112
9841.5,-0.33112
9841.6,-0.347672
9841.7,-0.33112
9841.8,-0.33112
9841.9,-0.314569
9842,-0.347672
9842.1,-0.314569
9842.2,-0.347672
9842.3,-0.695261
9842.4,-0.811124
9842.5,-0.778021
9842.6,-0.778021
9842.7,-0.778021
9842.8,-0.794573
9842.9,-0.811124
9843,-0.778021
9843.1,-0.794573
9843.2,-0.794573
9843.3,-0.397328
9843.4,-0.33112
9843.5,-0.33112
9843.6,-0.33112
9843.7,-0.314569
9843.8,-0.314569
9843.9,-0.33112
9844,-0.33112
9844.1,-0.298017
9844.2,-0.314569
9844.3,-0.347672
9844.4,-0.314569
9844.5,-0.314569
9844.6,-0.314569
9844.7,-0.33112
9844.8,-0.33112
9844.9,-0.364224
9845,-0.347672
9845.1,-0.314569
9845.2,-0.314569
9845.3,-0.314569
9845.4,-0.298017
9845.5,-0.298017
9845.6,-0.33112
9845.7,-0.314569
9845.8,-0.314569
9845.9,-0.314569
9846,-0.33112
9846.1,-0.347672
9846.2,-0.33112
9846.3,-0.33112
9846.4,-0.33112
9846.5,-0.33112
9846.6,-0.347672
9846.7,-0.347672
9846.8,-0.347672
9846.9,-0.33112
9847,-0.314569
9847.1,-0.33112
9847.2,-0.347672
9847.3,-0.33112
9847.4,-0.347672
9847.5,-0.314569
9847.6,-0.347672
9847.7,-0.347672
9847.8,-0.33112
9847.9,-0.347672
9848,-0.347672
9848.1,-0.33112
9848.2,-0.33112
9848.3,-0.347672
9848.4,-0.347672
9848.5,-0.347672
9848.6,-0.33112
9848.7,-0.347672
9848.8,-0.33112
9848.9,-0.33112
9849,-0.33112
9849.1,-0.314569
9849.2,-0.347672
9849.3,-0.33112
9849.4,-0.33112
9849.5,-0.347672
9849.6,-0.33112
9849.7,-0.314569
9849.8,-0.364224
9849.9,-0.314569
9850,-0.33112
9850.1,-0.33112
9850.2,-0.364224
9850.3,-0.347672
9850.4,-0.33112
9850.5,-0.314569
9850.6,-0.33112
9850.7,-0.33112
9850.8,-0.33112
9850.9,-0.33112
9851,-0.33112
9851.1,-0.33112
9851.2,-0.314569
9851.3,-0.049739
9851.4,-0.016635
9851.5,-0.016635
9851.6,-0.016635
9851.7,-0.016635
9851.8,-0.016635
9851.9,-0.000083
9852,-0.016635
9852.1,-0.000083
9852.2,-0.016635
9852.3,-0.016635
9852.4,0.033021
9852.5,-0.000083
9852.6,0.066124
9852.7,0.016469
9852.8,-0.016635
9852.9,0.016469
9853,-0.016635
9853.1,-0.000083
9853.2,-0.000083
9853.3,0.215091
9853.4,0.248195
9853.5,0.231643
9853.6,0.231643
9853.7,0.231643
9853.8,0.248195
9853.9,0.231643
9854,0.231643
9854.1,0.231643
9854.2,0.248195
9854.3,0.231643
9854.4,0.231643
9854.5,0.248195
9854.6,0.215091
9854.7,0.231643
9854.8,0.231643
9854.9,0.248195
9855,0.231643
9855.1,0.231643
9855.2,0.231643
9855.3,0.165436
9855.4,0.132332
9855.5,0.148884
9855.6,0.132332
9855.7,0.132332
9855.8,0.148884
9855.9,0.148884
9856,0.11578
9856.1,0.132332
9856.2,0.132332
9856.3,-0.314569
9856.4,-0.364224
9856.5,-0.314569
9856.6,-0.33112
9856.7,-0.33112
9856.8,-0.314569
9856.9,-0.314569
9857,-0.33112
9857.1,-0.33112
9857.2,-0.298017
9857.3,-0.298017
9857.4,-0.33112
9857.5,-0.33112
9857.6,-0.314569
9857.7,-0.33112
9857.8,-0.33112
9857.9,-0.314569
9858,-0.314569
9858.1,-0.347672
9858.2,-0.33112
9858.3,-0.695261
9858.4,-0.794573
9858.5,-0.761469
9858.6,-0.761469
9858.7,-0.778021
9858.8,-0.761469
9858.9,-0.794573
9859,-0.778021
9859.1,-0.761469
9859.2,-0.778021
9859.3,-1.57251
9859.4,-1.704925
9859.5,-1.671821
9859.6,-1.671821
9859.7,-1.688373
9859.8,-1.688373
9859.9,-1.655269
9860,-1.688373
9860.1,-1.688373
9860.2,-1.671821
9860.3,-1.688373
9860.4,-1.688373
9860.5,-1.688373
9860.6,-1.655269
9860.7,-1.688373
9860.8,-1.671821
9860.9,-1.688373
9861,-1.704925
9861.1,-1.688373
9861.2,-1.688373
9861.3,-1.291128
9861.4,-1.208369
9861.5,-1.258025
9861.6,-1.224921
9861.7,-1.241473
9861.8,-1.241473
9861.9,-1.224921
9862,-1.258025
9862.1,-1.241473
9862.2,-1.224921
9862.3,-1.224921
9862.4,-1.241473
9862.5,-1.258025
9862.6,-1.258025
9862.7,-1.241473
9862.8,-1.241473
9862.9,-1.258025
9863,-1.258025
9863.1,-1.241473
9863.2,-1.241473
9863.3,-1.258025
9863.4,-1.258025
9863.5,-1.241473
9863.6,-1.241473
9863.7,-1.258025
9863.8,-1.258025
9863.9,-1.258025
9864,-1.258025
9864.1,-1.258025
9864.2,-1.241473
9864.3,-0.910436
9864.4,-0.794573
9864.5,-0.778021
9864.6,-0.778021
9864.7,-0.794573
9864.8,-0.794573
9864.9,-0.811124
9865,-0.811124
9865.1,-0.811124
9865.2,-0.811124
9865.3,-0.41388
9865.4,-0.314569
9865.5,-0.347672
9865.6,-0.314569
9865.7,-0.33112
9865.8,-0.364224
9865.9,-0.347672
9866,-0.347672
9866.1,-0.33112
9866.2,-0.33112
9866.3,-0.016635
9866.4,0.165436
9866.5,0.148884
9866.6,0.132332
9866.7,0.132332
9866.8,0.132332
9866.9,0.11578
9867,0.132332
9867.1,0.11578
9867.2,0.11578
9867.3,0.132332
9867.4,0.132332
9867.5,0.11578
9867.6,0.099228
9867.7,0.132332
9867.8,0.132332
9867.9,0.11578
9868,0.148884
9868.1,0.11578
9868.2,0.132332
9868.3,-0.000083
9868.4,-0.016635
9868.5,-0.016635
9868.6,-0.000083
9868.7,-0.016635
9868.8,-0.016635
9868.9,-0.000083
9869,-0.016635
9869.1,-0.016635
9869.2,-0.016635
9869.3,0.198539
9869.4,0.248195
9869.5,0.231643
9869.6,0.231643
9869.7,0.231643
9869.8,0.231643
9869.9,0.231643
9870,0.231643
9870.1,0.231643
9870.2,0.231643
9870.3,0.231643
9870.4,0.231643
9870.5,0.215091
9870.6,0.231643
9870.7,0.231643
9870.8,0.231643
9870.9,0.231643
9871,0.231643
9871.1,0.231643
9871.2,0.231643
9871.3,0.148884
9871.4,0.132332
9871.5,0.132332
9871.6,0.132332
9871.7,0.11578
9871.8,0.132332
9871.9,0.148884
9872,0.132332
9872.1,0.11578
9872.2,0.11578
9872.3,-1.489751
9872.4,-1.721477
9872.5,-1.622166
9872.6,-1.671821
9872.7,-1.655269
9872.8,-1.655269
9872.9,-1.655269
9873,-1.688373
9873.1,-1.671821
9873.2,-1.671821
9873.3,-1.688373
9873.4,-1.671821
9873.5,-1.655269
9873.6,-1.671821
9873.7,-1.688373
9873.8,-1.688373
9873.9,-1.688373
9874,-1.671821
9874.1,-1.688373
9874.2,-1.688373
9874.3,-2.069066
9874.4,-2.135273
9874.5,-2.135273
9874.6,-2.135273
9874.7,-2.151825
9874.8,-2.135273
9874.9,-2.151825
9875,-2.151825
9875.1,-2.151825
9875.2,-2.151825
9875.3,-2.151825
9875.4,-2.151825
9875.5,-2.168377
9875.6,-2.168377
9875.7,-2.168377
9875.8,-2.168377
9875.9,-2.168377
9876,-2.184929
9876.1,-2.184929
9876.2,-2.184929
9876.3,-1.804236
9876.4,-1.721477
9876.5,-1.738029
9876.6,-1.738029
9876.7,-1.738029
9876.8,-1.738029
9876.9,-1.738029
9877,-1.738029
9877.1,-1.738029
9877.2,-1.721477
9877.3,-1.324232
9877.4,-1.274577
9877.5,-1.291128
9877.6,-1.291128
9877.7,-1.291128
9877.8,-1.30768
9877.9,-1.291128
9878,-1.274577
9878.1,-1.30768
9878.2,-1.30768
9878.3,-0.612502
9878.4,-0.314569
9878.5,-0.364224
9878.6,-0.347672
9878.7,-0.347672
9878.8,-0.347672
9878.9,-0.364224
9879,-0.33112
9879.1,-0.347672
9879.2,-0.347672
9879.3,-0.347672
9879.4,-0.347672
9879.5,-0.33112
9879.6,-0.33112
9879.7,-0.347672
9879.8,-0.33112
9879.9,-0.33112
9880,-0.347672
9880.1,-0.347672
9880.2,-0.347672
9880.3,-0.33112
9880.4,-0.33112
9880.5,-0.347672
9880.6,-0.347672
9880.7,-0.347672
9880.8,-0.347672
9880.9,-0.347672
9881,-0.347672
9881.1,-0.347672
9881.2,-0.347672
9881.3,-0.347672
9881.4,-0.347672
9881.5,-0.347672
9881.6,-0.33112
9881.7,-0.347672
9881.8,-0.347672
9881.9,-0.364224
9882,-0.364224
9882.1,-0.347672
9882.2,-0.347672
9882.3,-0.364224
9882.4,-0.33112
9882.5,-0.347672
9882.6,-0.364224
9882.7,-0.364224
9882.8,-0.347672
9882.9,-0.347672
9883,-0.347672
9883.1,-0.364224
9883.2,-0.364224
9883.3,-0.066291
9883.4,-0.016635
9883.5,-0.016635
9883.6,-0.016635
9883.7,-0.016635
9883.8,-0.016635
9883.9,-0.016635
9884,0.016469
9884.1,-0.016635
9884.2,-0.016635
9884.3,-0.016635
9884.4,-0.016635
9884.5,-0.000083
9884.6,-0.016635
9884.7,-0.016635
9884.8,-0.016635
9884.9,-0.016635
9885,-0.016635
9885.1,-0.016635
9885.2,-0.000083
9885.3,-0.016635
9885.4,-0.016635
9885.5,-0.016635
9885.6,-0.000083
9885.7,-0.016635
9885.8,-0.016635
9885.9,-0.016635
9886,-0.016635
9886.1,-0.016635
9886.2,-0.016635
9886.3,-0.298017
9886.4,-0.33112
9886.5,-0.33112
9886.6,-0.347672
9886.7,-0.364224
9886.8,-0.347672
9886.9,-0.347672
9887,-0.33112
9887.1,-0.347672
9887.2,-0.347672
9887.3,-0.744917
9887.4,-0.827676
9887.5,-0.811124
9887.6,-0.827676
9887.7,-0.811124
9887.8,-0.811124
9887.9,-0.827676
9888,-0.811124
9888.1,-0.811124
9888.2,-0.811124
9888.3,-0.827676
9888.4,-0.811124
9888.5,-0.811124
9888.6,-0.811124
9888.7,-0.778021
9888.8,-0.827676
9888.9,-0.794573
9889,-0.794573
9889.1,-0.811124
9889.2,-0.811124
9889.3,-0.811124
9889.4,-0.827676
9889.5,-0.778021
9889.6,-0.827676
9889.7,-0.794573
9889.8,-0.811124
9889.9,-0.811124
9890,-0.811124
9890.1,-0.811124
9890.2,-0.811124
9890.3,-0.811124
9890.4,-0.811124
9890.5,-0.811124
9890.6,-0.811124
9890.7,-0.827676
9890.8,-0.811124
9890.9,-0.827676
9891,-0.827676
9891.1,-0.811124
9891.2,-0.844228
9891.3,-1.638718
9891.4,-1.771132
9891.5,-1.738029
9891.6,-1.754581
9891.7,-1.754581
9891.8,-1.754581
9891.9,-1.738029
9892,-1.754581
9892.1,-1.771132
9892.2,-1.754581
9892.3,-2.532518
9892.4,-2.714589
9892.5,-2.681485
9892.6,-2.681485
9892.7,-2.698037
9892.8,-2.681485
9892.9,-2.698037
9893,-2.714589
9893.1,-2.714589
9893.2,-2.698037
9893.3,-1.522854
9893.4,-1.208369
9893.5,-1.340784
9893.6,-1.30768
9893.7,-1.340784
9893.8,-1.30768
9893.9,-1.324232
9894,-1.30768
9894.1,-1.324232
9894.2,-1.324232
9894.3,-1.738029
9894.4,-1.820788
9894.5,-1.804236
9894.6,-1.804236
9894.7,-1.787684
9894.8,-1.804236
9894.9,-1.804236
9895,-1.820788
9895.1,-1.820788
9895.2,-1.804236
9895.3,-2.151825
9895.4,-2.300792
9895.5,-2.28424
9895.6,-2.300792
9895.7,-2.300792
9895.8,-2.300792
9895.9,-2.267688
9896,-2.28424
9896.1,-2.317344
9896.2,-2.317344
9896.3,-1.04285
9896.4,-0.844228
9896.5,-0.877332
9896.6,-0.877332
9896.7,-0.86078
9896.8,-0.86078
9896.9,-0.877332
9897,-0.877332
9897.1,-0.844228
9897.2,-0.893884
9897.3,-0.446983
9897.4,-0.364224
9897.5,-0.397328
9897.6,-0.380776
9897.7,-0.380776
9897.8,-0.380776
9897.9,-0.380776
9898,-0.397328
9898.1,-0.397328
9898.2,-0.380776
9898.3,-0.033187
9898.4,-0.016635
9898.5,-0.016635
9898.6,-0.016635
9898.7,-0.016635
9898.8,-0.016635
9898.9,-0.016635
9899,-0.016635
9899.1,-0.016635
9899.2,-0.000083
9899.3,0.11578
9899.4,0.148884
9899.5,0.165436
9899.6,0.11578
9899.7,0.11578
9899.8,0.148884
9899.9,0.11578
9900,0.132332
9900.1,0.132332
9900.2,0.11578
9900.3,0.148884
9900.4,0.132332
9900.5,0.132332
9900.6,0.148884
9900.7,0.132332
9900.8,0.165436
9900.9,0.165436
9901,0.11578
9901.1,0.11578
9901.2,0.165436
9901.3,0.148884
9901.4,0.132332
9901.5,0.11578
9901.6,0.11578
9901.7,0.11578
9901.8,0.132332
9901.9,0.11578
9902,0.099228
9902.1,0.148884
9902.2,0.132332
9902.3,0.016469
9902.4,-0.016635
9902.5,-0.016635
9902.6,-0.000083
9902.7,-0.016635
9902.8,-0.016635
9902.9,-0.016635
9903,-0.016635
9903.1,-0.016635
9903.2,-0.016635
9903.3,-0.016635
9903.4,-0.016635
9903.5,-0.016635
9903.6,-0.016635
9903.7,-0.016635
9903.8,-0.016635
9903.9,-0.016635
9904,-0.016635
9904.1,-0.016635
9904.2,-0.016635
9904.3,-0.016635
9904.4,-0.016635
9904.5,-0.016635
9904.6,-0.016635
9904.7,-0.016635
9904.8,-0.016635
9904.9,-0.016635
9905,-0.016635
9905.1,-0.016635
9905.2,-0.016635
9905.3,0.148884
9905.4,0.132332
9905.5,0.11578
9905.6,0.11578
9905.7,0.148884
9905.8,0.148884
9905.9,0.11578
9906,0.148884
9906.1,0.132332
9906.2,0.11578
9906.3,-0.016635
9906.4,-0.016635
9906.5,-0.016635
9906.6,-0.016635
9906.7,-0.016635
9906.8,-0.016635
9906.9,-0.016635
9907,-0.016635
9907.1,-0.000083
9907.2,-0.000083
9907.3,-0.016635
9907.4,-0.016635
9907.5,-0.000083
9907.6,-0.016635
9907.7,-0.016635
9907.8,-0.000083
9907.9,-0.000083
9908,-0.000083
9908.1,0.033021
9908.2,0.066124
9908.3,-0.016635
9908.4,0.016469
9908.5,-0.016635
9908.6,-0.016635
9908.7,-0.016635
9908.8,-0.016635
9908.9,0.049573
9909,-0.016635
9909.1,-0.016635
9909.2,0.049573
9909.3,-0.314569
9909.4,-0.364224
9909.5,-0.314569
9909.6,-0.347672
9909.7,-0.33112
9909.8,-0.314569
9909.9,-0.347672
9910,-0.33112
9910.1,-0.347672
9910.2,-0.347672
9910.3,-0.016635
9910.4,-0.000083
9910.5,0.033021
9910.6,-0.000083
9910.7,-0.016635
9910.8,-0.016635
9910.9,-0.016635
9911,0.016469
9911.1,-0.016635
9911.2,0.033021
9911.3,-0.016635
9911.4,-0.016635
9911.5,-0.000083
9911.6,0.033021
9911.7,-0.000083
9911.8,0.033021
9911.9,-0.016635
9912,0.016469
9912.1,0.033021
9912.2,0.066124
9912.3,0.016469
9912.4,-0.000083
9912.5,0.033021
9912.6,-0.000083
9912.7,-0.016635
9912.8,-0.000083
9912.9,-0.000083
9913,-0.016635
9913.1,-0.016635
9913.2,0.033021
9913.3,-0.000083
9913.4,-0.016635
9913.5,-0.000083
9913.6,-0.000083
9913.7,-0.016635
9913.8,-0.000083
9913.9,-0.000083
9914,-0.016635
9914.1,-0.000083
9914.2,-0.000083
9914.3,-0.000083
9914.4,-0.000083
9914.5,-0.016635
9914.6,-0.000083
9914.7,-0.016635
9914.8,-0.016635
9914.9,-0.016635
9915,-0.000083
9915.1,-0.016635
9915.2,-0.000083
9915.3,-0.298017
9915.4,-0.364224
9915.5,-0.314569
9915.6,-0.380776
9915.7,-0.364224
9915.8,-0.347672
9915.9,-0.347672
9916,-0.347672
9916.1,-0.347672
9916.2,-0.347672
9916.3,-0.347672
9916.4,-0.364224
9916.5,-0.364224
9916.6,-0.347672
9916.7,-0.347672
9916.8,-0.347672
9916.9,-0.347672
9917,-0.347672
9917.1,-0.380776
9917.2,-0.347672
9917.3,-0.364224
9917.4,-0.33112
9917.5,-0.364224
9917.6,-0.364224
9917.7,-0.347672
9917.8,-0.347672
9917.9,-0.364224
9918,-0.347672
9918.1,-0.364224
9918.2,-0.347672
9918.3,-0.347672
9918.4,-0.364224
9918.5,-0.347672
9918.6,-0.364224
9918.7,-0.364224
9918.8,-0.347672
9918.9,-0.364224
9919,-0.380776
9919.1,-0.347672
9919.2,-0.33112
9919.3,-0.778021
9919.4,-0.844228
9919.5,-0.811124
9919.6,-0.811124
9919.7,-0.827676
9919.8,-0.827676
9919.9,-0.794573
9920,-0.827676
9920.1,-0.811124
9920.2,-0.827676
9920.3,-0.811124
9920.4,-0.827676
9920.5,-0.811124
9920.6,-0.794573
9920.7,-0.827676
9920.8,-0.811124
9920.9,-0.827676
9921,-0.827676
9921.1,-0.811124
9921.2,-0.827676
9921.3,-0.41388
9921.4,-0.33112
9921.5,-0.33112
9921.6,-0.33112
9921.7,-0.33112
9921.8,-0.347672
9921.9,-0.347672
9922,-0.314569
9922.1,-0.347672
9922.2,-0.347672
9922.3,-0.728365
9922.4,-0.811124
9922.5,-0.811124
9922.6,-0.811124
9922.7,-0.811124
9922.8,-0.811124
9922.9,-0.827676
9923,-0.811124
9923.1,-0.827676
9923.2,-0.86078
9923.3,-0.41388
9923.4,-0.33112
9923.5,-0.347672
9923.6,-0.347672
9923.7,-0.347672
9923.8,-0.33112
9923.9,-0.364224
9924,-0.347672
9924.1,-0.347672
9924.2,-0.33112
9924.3,-0.364224
9924.4,-0.347672
9924.5,-0.33112
9924.6,-0.33112
9924.7,-0.380776
9924.8,-0.347672
9924.9,-0.33112
9925,-0.33112
9925.1,-0.347672
9925.2,-0.33112
9925.3,-0.016635
9925.4,-0.016635
9925.5,-0.000083
9925.6,-0.000083
9925.7,-0.016635
9925.8,-0.016635
9925.9,-0.000083
9926,-0.000083
9926.1,-0.000083
9926.2,-0.016635
9926.3,-0.016635
9926.4,-0.016635
9926.5,-0.016635
9926.6,-0.016635
9926.7,-0.016635
9926.8,-0.016635
9926.9,-0.016635
9927,-0.016635
9927.1,-0.016635
9927.2,-0.016635
9927.3,-0.281465
9927.4,-0.397328
9927.5,-0.380776
9927.6,-0.314569
9927.7,-0.380776
9927.8,-0.364224
9927.9,-0.364224
9928,-0.364224
9928.1,-0.364224
9928.2,-0.347672
9928.3,-0.364224
9928.4,-0.347672
9928.5,-0.380776
9928.6,-0.364224
9928.7,-0.347672
9928.8,-0.347672
9928.9,-0.364224
9929,-0.364224
9929.1,-0.347672
9929.2,-0.364224
9929.3,-0.397328
9929.4,-0.364224
9929.5,-0.347672
9929.6,-0.347672
9929.7,-0.347672
9929.8,-0.347672
9929.9,-0.347672
9930,-0.364224
9930.1,-0.380776
9930.2,-0.347672
9930.3,-0.364224
9930.4,-0.364224
9930.5,-0.347672
9930.6,-0.347672
9930.7,-0.364224
9930.8,-0.364224
9930.9,-0.347672
9931,-0.364224
9931.1,-0.347672
9931.2,-0.364224
9931.3,-0.347672
9931.4,-0.347672
9931.5,-0.347672
9931.6,-0.364224
9931.7,-0.364224
9931.8,-0.364224
9931.9,-0.347672
9932,-0.364224
9932.1,-0.364224
9932.2,-0.33112
9932.3,-0.033187
9932.4,-0.016635
9932.5,-0.016635
9932.6,-0.016635
9932.7,-0.016635
9932.8,-0.016635
9932.9,-0.016635
9933,-0.016635
9933.1,-0.016635
9933.2,-0.016635
9933.3,-0.281465
9933.4,-0.364224
9933.5,-0.347672
9933.6,-0.364224
9933.7,-0.364224
9933.8,-0.364224
9933.9,-0.364224
9934,-0.347672
9934.1,-0.364224
9934.2,-0.364224
9934.3,-0.761469
9934.4,-0.844228
9934.5,-0.811124
9934.6,-0.811124
9934.7,-0.811124
9934.8,-0.811124
9934.9,-0.827676
9935,-0.811124
9935.1,-0.844228
9935.2,-0.811124
9935.3,-0.811124
9935.4,-0.827676
9935.5,-0.811124
9935.6,-0.811124
9935.7,-0.827676
9935.8,-0.827676
9935.9,-0.811124
9936,-0.811124
9936.1,-0.827676
9936.2,-0.811124
9936.3,-0.430432
9936.4,-0.33112
9936.5,-0.364224
9936.6,-0.347672
9936.7,-0.347672
9936.8,-0.347672
9936.9,-0.364224
9937,-0.347672
9937.1,-0.347672
9937.2,-0.347672
9937.3,-0.761469
9937.4,-0.844228
9937.5,-0.844228
9937.6,-0.827676
9937.7,-0.827676
9937.8,-0.844228
9937.9,-0.827676
9938,-0.827676
9938.1,-0.844228
9938.2,-0.844228
9938.3,-0.844228
9938.4,-0.86078
9938.5,-0.844228
9938.6,-0.844228
9938.7,-0.827676
9938.8,-0.827676
9938.9,-0.844228
9939,-0.844228
9939.1,-0.844228
9939.2,-0.811124
9939.3,-0.41388
9939.4,-0.347672
9939.5,-0.364224
9939.6,-0.364224
9939.7,-0.33112
9939.8,-0.364224
9939.9,-0.364224
9940,-0.347672
9940.1,-0.364224
9940.2,-0.364224
9940.3,-0.347672
9940.4,-0.364224
9940.5,-0.364224
9940.6,-0.364224
9940.7,-0.364224
9940.8,-0.364224
9940.9,-0.347672
9941,-0.347672
9941.1,-0.364224
9941.2,-0.347672
9941.3,-0.082842
9941.4,-0.016635
9941.5,-0.016635
9941.6,-0.016635
9941.7,-0.000083
9941.8,-0.016635
9941.9,-0.016635
9942,-0.016635
9942.1,-0.016635
9942.2,-0.000083
9942.3,-0.016635
9942.4,-0.016635
9942.5,-0.016635
9942.6,-0.000083
9942.7,-0.016635
9942.8,-0.016635
9942.9,-0.016635
9943,-0.016635
9943.1,-0.000083
9943.2,-0.016635
9943.3,-0.016635
9943.4,-0.016635
9943.5,-0.016635
9943.6,-0.016635
9943.7,-0.016635
9943.8,-0.000083
9943.9,-0.016635
9944,-0.016635
9944.1,-0.016635
9944.2,-0.016635
9944.3,0.11578
9944.4,0.165436
9944.5,0.099228
9944.6,0.11578
9944.7,0.132332
9944.8,0.099228
9944.9,0.11578
9945,0.11578
9945.1,0.132332
9945.2,0.11578
9945.3,0.231643
9945.4,0.231643
9945.5,0.231643
9945.6,0.231643
9945.7,0.231643
9945.8,0.231643
9945.9,0.231643
9946,0.215091
9946.1,0.248195
9946.2,0.231643
9946.3,0.297851
9946.4,0.330954
9946.5,0.330954
9946.6,0.314402
9946.7,0.347506
9946.8,0.330954
9946.9,0.314402
9947,0.297851
9947.1,0.330954
9947.2,0.297851
9947.3,-0.016635
9947.4,-0.016635
9947.5,-0.016635
9947.6,-0.016635
9947.7,-0.016635
9947.8,0.033021
9947.9,0.016469
9948,-0.016635
9948.1,-0.016635
9948.2,-0.016635
9948.3,0.264747
9948.4,0.330954
9948.5,0.314402
9948.6,0.297851
9948.7,0.347506
9948.8,0.347506
9948.9,0.314402
9949,0.314402
9949.1,0.314402
9949.2,0.347506
9949.3,0.413714
9949.4,0.397162
9949.5,0.397162
9949.6,0.430265
9949.7,0.413714
9949.8,0.413714
9949.9,0.413714
9950,0.413714
9950.1,0.430265
9950.2,0.430265
9950.3,-0.016635
9950.4,-0.016635
9950.5,0.016469
9950.6,-0.000083
9950.7,-0.016635
9950.8,-0.016635
9950.9,-0.016635
9951,-0.000083
9951.1,-0.000083
9951.2,-0.000083
9951.3,0.11578
9951.4,0.148884
9951.5,0.132332
9951.6,0.132332
9951.7,0.165436
9951.8,0.148884
9951.9,0.148884
9952,0.165436
9952.1,0.132332
9952.2,0.132332
9952.3,0.231643
9952.4,0.231643
9952.5,0.231643
9952.6,0.215091
9952.7,0.231643
9952.8,0.231643
9952.9,0.215091
9953,0.198539
9953.1,0.231643
9953.2,0.231643
9953.3,0.231643
9953.4,0.231643
9953.5,0.231643
9953.6,0.231643
9953.7,0.248195
9953.8,0.248195
9953.9,0.231643
9954,0.215091
9954.1,0.231643
9954.2,0.231643
9954.3,0.049573
9954.4,-0.016635
9954.5,0.049573
9954.6,-0.016635
9954.7,0.049573
9954.8,-0.016635
9954.9,-0.000083
9955,-0.016635
9955.1,-0.016635
9955.2,-0.016635
9955.3,0.016469
9955.4,-0.016635
9955.5,0.016469
9955.6,-0.000083
9955.7,0.016469
9955.8,-0.000083
9955.9,-0.016635
9956,0.016469
9956.1,-0.016635
9956.2,0.016469
9956.3,-0.000083
9956.4,-0.016635
9956.5,-0.016635
9956.6,-0.000083
9956.7,-0.016635
9956.8,-0.016635
9956.9,-0.016635
9957,-0.016635
9957.1,-0.016635
9957.2,-0.016635
9957.3,-0.264913
9957.4,-0.298017
9957.5,-0.281465
9957.6,-0.281465
9957.7,-0.298017
9957.8,-0.281465
9957.9,-0.298017
9958,-0.281465
9958.1,-0.281465
9958.2,-0.298017
9958.3,-0.281465
9958.4,-0.264913
9958.5,-0.264913
9958.6,-0.281465
9958.7,-0.264913
9958.8,-0.264913
9958.9,-0.281465
